Time,M1SetpointPWM,M2SetpointPWM,M1SetpointVel,M2SetpointVel,M1SetpointPos,M2SetpointPos,M1PWM,M2PWM,M1Speed,M2Speed,M1ISpeed,M2ISpeed,M1SpeedError,M2SpeedError,M1Pos,M2Pos,M1PosError,M2PosError,M1Current,M2Current,Temp1,Temp2,MBatt,LBatt
2.68985,0,0,0,0,0,0,5120,-5120,1394,1439,1500,1500,0,0,841,885,0,0,0.03,1.89,24.8,24.8,26.2,0
2.69225,0,0,0,0,0,0,5120,-5120,1394,1439,1500,1500,0,0,841,885,0,0,0.01,1.87,24.8,24.8,26.2,0
2.69515,0,0,0,0,0,0,5120,-5120,1387,1441,1200,1500,0,0,845,890,0,0,0,1.89,24.8,24.9,26.2,0
2.6977,0,0,0,0,0,0,5120,-5120,1391,1442,1500,1500,0,0,850,895,0,0,0,1.87,24.9,24.9,26.2,0
2.70025,0,0,0,0,0,0,5120,-5120,1385,1435,1200,1200,0,0,854,899,0,0,0,1.87,24.9,24.8,26.2,0
2.7025,0,0,0,0,0,0,5120,-5120,1389,1437,1500,1500,0,0,859,904,0,0,0,1.89,24.9,24.8,26.2,0
2.70545,0,0,0,0,0,0,5120,-5120,1389,1437,1500,1500,0,0,859,904,0,0,0,1.87,24.9,24.9,26.2,0
2.7081,0,0,0,0,0,0,5120,-5120,1392,1439,1500,1500,0,0,864,909,0,0,0,1.89,24.8,24.9,26.2,0
2.7106,0,0,0,0,0,0,5120,-5120,1386,1441,1200,1500,0,0,868,914,0,0,0,1.89,24.9,24.9,26.2,0
2.7132,0,0,0,0,0,0,5120,-5120,1390,1443,1500,1500,0,0,873,919,0,0,0,1.87,24.9,24.9,26.2,0
2.71585,0,0,0,0,0,0,5120,-5120,1393,1444,1500,1500,0,0,878,924,0,0,0,1.87,24.9,24.9,26.2,0
2.71915,0,0,0,0,0,0,5120,-5120,1387,1437,1200,1200,0,0,882,928,0,0,0,1.87,24.8,24.9,26.2,0
2.72345,0,0,0,0,0,0,5120,-5120,1391,1439,1500,1500,0,0,887,933,0,0,0,1.87,24.9,24.9,26.2,0
2.72585,0,0,0,0,0,0,5120,-5120,1385,1441,1200,1500,0,0,891,938,0,0,0,1.87,24.9,24.9,26.2,0
2.72865,0,0,0,0,0,0,5120,-5120,1385,1441,1200,1500,0,0,891,938,0,0,0,1.89,24.9,24.9,26.2,0
2.73125,0,0,0,0,0,0,5120,-5120,1388,1442,1500,1500,0,0,896,943,0,0,0,1.87,24.8,24.9,26.2,0
2.7338,0,0,0,0,0,0,5120,-5120,1392,1444,1500,1500,0,0,901,948,0,0,0,1.87,24.8,24.8,26.2,0
2.73655,0,0,0,0,0,0,5120,-5120,1386,1437,1200,1200,0,0,905,952,0,0,0,1.9,24.9,24.8,26.2,0
2.73925,0,0,0,0,0,0,5120,-5120,1389,1439,1500,1500,0,0,910,957,0,0,0,1.89,24.9,24.9,26.2,0
2.7425,0,0,0,0,0,0,5120,-5120,1383,1440,1200,1500,0,0,914,962,0,0,0,1.87,24.8,24.9,26.2,0
2.74575,0,0,0,0,0,0,5120,-5120,1387,1442,1500,1500,0,0,919,967,0,0,0,1.87,24.8,24.8,26.2,0
2.7488,0,0,0,0,0,0,5120,-5120,1387,1442,1500,1500,0,0,919,967,0,0,0,1.87,24.8,24.8,26.2,0
2.7511,0,0,0,0,0,0,5120,-5120,1391,1444,1500,1500,0,0,924,972,0,0,0,1.87,24.9,24.9,26.2,0
2.7535,0,0,0,0,0,0,5120,-5120,1385,1446,1200,1500,0,0,928,977,0,0,0,1.87,24.8,24.8,26.2,0
2.75655,0,0,0,0,0,0,5120,-5120,1388,1438,1500,1200,0,0,933,981,0,0,0,1.87,24.8,24.8,26.2,0
2.7588,0,0,0,0,0,0,5120,-5120,1388,1438,1500,1200,0,0,933,981,0,0,0,1.87,24.8,24.8,26.2,0
2.7612,0,0,0,0,0,0,5120,-5120,1382,1440,1200,1500,0,0,937,986,0,0,0,1.89,24.8,24.8,26.2,0
2.7636,0,0,0,0,0,0,5120,-5120,1386,1442,1500,1500,0,0,942,991,0,0,0,1.89,24.8,24.9,26.2,0
2.7656,0,0,0,0,0,0,5120,-5120,1386,1442,1500,1500,0,0,942,991,0,0,0,1.87,24.8,24.9,26.2,0
2.76765,0,0,0,0,0,0,5120,-5120,1390,1444,1500,1500,0,0,947,996,0,0,0,1.87,24.8,24.8,26.2,0
2.7699,0,0,0,0,0,0,5120,-5120,1384,1446,1200,1500,0,0,951,1001,0,0,0,1.87,24.9,24.8,26.2,0
2.77225,0,0,0,0,0,0,5120,-5120,1384,1446,1200,1500,0,0,951,1001,0,0,0,1.87,24.9,24.8,26.2,0
2.77485,0,0,0,0,0,0,5120,-5120,1387,1438,1500,1200,0,0,956,1005,0,0,0,1.87,24.9,24.8,26.2,0
2.7771,0,0,0,0,0,0,5120,-5120,1381,1440,1200,1500,0,0,960,1010,0,0,0,1.89,24.8,24.8,26.2,0
2.7791,0,0,0,0,0,0,5120,-5120,1385,1442,1500,1500,0,0,965,1015,0,0,0,1.87,24.8,24.8,26.2,0
2.78165,0,0,0,0,0,0,5120,-5120,1385,1442,1500,1500,0,0,965,1015,0,0,0,1.87,24.8,24.8,26.2,0
2.78395,0,0,0,0,0,0,5120,-5120,1389,1444,1500,1500,0,0,970,1020,0,0,0,1.87,24.8,24.8,26.2,0
2.78655,0,0,0,0,0,0,5120,-5120,1383,1445,1200,1500,0,0,974,1025,0,0,0,1.87,24.8,24.8,26.2,0
2.7888,0,0,0,0,0,0,5120,-5120,1383,1445,1200,1500,0,0,974,1025,0,0,0,1.89,24.8,24.8,26.2,0
2.791,0,0,0,0,0,0,5120,-5120,1386,1438,1500,1200,0,0,979,1029,0,0,0,1.87,24.8,24.9,26.2,0
2.7934,0,0,0,0,0,0,5120,-5120,1390,1440,1500,1500,0,0,984,1034,0,0,0,1.87,24.9,24.9,26.2,0
2.79555,0,0,0,0,0,0,5120,-5120,1390,1440,1500,1500,0,0,984,1034,0,0,0,1.89,24.9,24.9,26.2,0
2.7976,0,0,0,0,0,0,5120,-5120,1384,1441,1200,1500,0,0,988,1039,0,0,0,1.87,24.7,24.8,26.2,0
2.7999,0,0,0,0,0,0,5120,-5120,1388,1443,1500,1500,0,0,993,1044,0,0,0,1.87,24.8,24.8,26.2,0
2.80185,0,0,0,0,0,0,5120,-5120,1388,1443,1500,1500,0,0,993,1044,0,0,0,1.87,24.8,24.8,26.2,0
2.8041,0,0,0,0,0,0,5120,-5120,1382,1445,1200,1500,0,0,997,1049,0,0,0,1.87,24.8,24.9,26.2,0
2.80655,0,0,0,0,0,0,5120,-5120,1386,1447,1500,1500,0,0,1002,1054,0,0,0,1.87,24.9,24.8,26.2,0
2.80865,0,0,0,0,0,0,5120,-5120,1386,1447,1500,1500,0,0,1002,1054,0,0,0,1.89,24.9,24.8,26.2,0
2.81065,0,0,0,0,0,0,5120,-5120,1389,1448,1500,1500,0,0,1007,1059,0,0,0,1.87,24.8,24.8,26.2,0
2.8132,0,0,0,0,0,0,5120,-5120,1383,1441,1200,1200,0,0,1011,1063,0,0,0,1.87,24.8,24.9,26.2,0
2.8153,0,0,0,0,0,0,5120,-5120,1383,1441,1200,1200,0,0,1011,1063,0,0,0,1.89,24.8,24.9,26.2,0
2.8175,0,0,0,0,0,0,5120,-5120,1387,1443,1500,1500,0,0,1016,1068,0,0,0,1.87,24.9,24.9,26.2,0
2.81995,0,0,0,0,0,0,5120,-5120,1381,1444,1200,1500,0,0,1020,1073,0,0,0,1.87,24.9,24.9,26.2,0
2.82245,0,0,0,0,0,0,5120,-5120,1385,1446,1500,1500,0,0,1025,1078,0,0,0,1.87,24.9,24.9,26.2,0
2.82515,0,0,0,0,0,0,5120,-5120,1385,1446,1500,1500,0,0,1025,1078,0,0,0,1.87,24.8,24.9,26.2,0
2.8272,0,0,0,0,0,0,5120,-5120,1388,1448,1500,1500,0,0,1030,1083,0,0,0,1.87,24.9,24.9,26.2,0
2.8303,0,0,0,0,0,0,5120,-5120,1382,1440,1200,1200,0,0,1034,1087,0,0,0,1.87,24.8,24.8,26.2,0
2.83245,0,0,0,0,0,0,5120,-5120,1386,1442,1500,1500,0,0,1039,1092,0,0,0,1.87,24.8,24.8,26.2,0
2.83515,0,0,0,0,0,0,5120,-5120,1386,1442,1500,1500,0,0,1039,1092,0,0,0,1.87,24.9,24.8,26.2,0
2.83775,0,0,0,0,0,0,5120,-5120,1390,1444,1500,1500,0,0,1044,1097,0,0,0,1.9,24.9,24.8,26.2,0
2.8401,0,0,0,0,0,0,5120,-5120,1384,1445,1200,1500,0,0,1048,1102,0,0,0,1.89,24.8,24.8,26.2,0
2.84215,0,0,0,0,0,0,5120,-5120,1384,1445,1200,1500,0,0,1048,1102,0,0,0,1.89,24.8,24.8,26.2,0
2.8443,0,0,0,0,0,0,5120,-5120,1387,1447,1500,1500,0,0,1053,1107,0,0,0,1.87,24.8,24.8,26.2,0
2.84655,0,0,0,0,0,0,5120,-5120,1391,1439,1500,1200,0,0,1058,1111,0,0,0,1.87,24.9,24.8,26.2,0
2.8485,0,0,0,0,0,0,5120,-5120,1391,1439,1500,1200,0,0,1058,1111,0,0,0,1.87,24.9,24.8,26.2,0
2.8504,0,0,0,0,0,0,5120,-5120,1385,1441,1200,1500,0,0,1062,1116,0,0,0,1.89,24.9,25,26.2,0
